model,contrast type,contrast,estimate,SE,df,t-ratio,p-value
Salinity,region,N Confluence - W North,1.940242510923435,0.09951525581509338,900,19.496935369673846,< 0.001
Salinity,region,W Confluence - D SouthCentral,0.01660676726978635,0.09154072130410212,900,0.18141398749325965,1
Salinity,region,W Confluence - N SouthCentral,0.3979136506124812,0.09951525581509357,900,3.998519094919809,0.0061
Salinity,region,W Confluence - W SouthCentral,0.5651043011698155,0.10327186151840975,900,5.472006535575784,< 0.001
Salinity,region,W Confluence - D North,1.0597679326210603,0.09154072130410197,900,11.577010946860124,< 0.001
Salinity,region,W Confluence - N North,1.1576856659372021,0.09951525581509355,900,11.633248153310934,< 0.001
Salinity,region,W Confluence - W North,1.2661681969028513,0.10327186151840964,900,12.260534266414277,< 0.001
Salinity,region,D SouthCentral - N SouthCentral,0.38130688334269486,0.08728065315601832,900,4.368744613552452,0.0013
Salinity,region,D SouthCentral - W SouthCentral,0.5484975339000291,0.0915407213041025,900,5.991841948436204,< 0.001
Salinity,region,D SouthCentral - D North,1.043161165351274,0.0780661894309754,900,13.36252189270256,< 0.001
Salinity,region,D SouthCentral - N North,1.1410788986674159,0.08728065315601835,900,13.073675063220284,< 0.001
Salinity,region,D SouthCentral - W North,1.2495614296330648,0.09154072130410214,900,13.650334100842061,< 0.001
Salinity,region,N SouthCentral - W SouthCentral,0.16719065055733429,0.09951525581509375,900,1.6800504524450615,0.9388
Salinity,region,N SouthCentral - D North,0.6618542820085792,0.08728065315601839,900,7.583058307612371,< 0.001
Salinity,region,N SouthCentral - N North,0.7597720153247209,0.09561116513467122,900,7.946477947994453,< 0.001
Salinity,region,N SouthCentral - W North,0.86825454629037,0.0995152558150935,900,8.724838610711602,< 0.001
Salinity,region,W SouthCentral - D North,0.4946636314512449,0.0915407213041023,900,5.403755010930606,< 0.001
Salinity,region,W SouthCentral - N North,0.5925813647673867,0.09951525581509364,900,5.954678605946053,< 0.001
Salinity,region,W SouthCentral - W North,0.7010638957330357,0.10327186151840971,900,6.7885277308384815,< 0.001
Salinity,region,D North - N North,0.09791773331614176,0.08728065315601825,900,1.121872142055459,0.9987
Salinity,region,D North - W North,0.20640026428179084,0.09154072130410197,900,2.254737141475222,0.6247
Salinity,region,N North - W North,0.1084825309656491,0.09951525581509355,900,1.0901095523204742,0.999
Salinity,season,D Winter - N Winter,0.3847977690437703,0.07806618943097493,900,4.92912196494493,< 0.001
Salinity,season,D Winter - W Winter,0.9588187498657827,0.08233052252414191,900,11.645969446928103,< 0.001
Salinity,season,D Winter - D Spring,0.3425435215216759,0.07017885755899801,900,4.881007377951488,< 0.001
Salinity,season,D Winter - N Spring,1.2411658041839404,0.07806618943097537,900,15.898890585422455,< 0.001
Salinity,season,D Winter - W Spring,1.5933369995360602,0.08233066943669373,900,19.35289741280702,< 0.001
Salinity,season,D Winter - D Summer,-0.07240662954144628,0.06982452252481487,900,-1.0369799452006816,0.9968
Salinity,season,D Winter - N Summer,0.4644495142305487,0.0780661894309751,900,5.949432367788461,< 0.001
Salinity,season,D Winter - W Summer,0.9946882230975832,0.08187651021813448,900,12.14863970688963,< 0.001
Salinity,season,D Winter - D Fall,-0.2829790692505648,0.06982452252481432,900,-4.052717569962607,0.0032
Salinity,season,D Winter - N Fall,0.10006983362435068,0.07806618943097501,900,1.2818588220298746,0.9813
Salinity,season,D Winter - W Fall,0.5505572182863654,0.08187651021813439,900,6.724238940076679,< 0.001
Salinity,season,N Winter - W Winter,0.5740209808220125,0.08942695860618738,900,6.418880724210344,< 0.001
Salinity,season,N Winter - D Spring,-0.04225424752209437,0.07838327649913966,900,-0.5390722282776499,1
Salinity,season,N Winter - N Spring,0.8563680351401702,0.08551722585963294,900,10.013982873413172,< 0.001
Salinity,season,N Winter - W Spring,1.20853923049229,0.08942709386057776,900,13.514240241066936,< 0.001
Salinity,season,N Winter - D Summer,-0.45720439858521655,0.07806618943097529,900,-5.8566250244540035,< 0.001
Salinity,season,N Winter - N Summer,0.07965174518677842,0.08551722585963309,900,0.9314117054909826,0.9988
Salinity,season,N Winter - W Summer,0.609890454053813,0.08900915072033198,900,6.851997228578188,< 0.001
Salinity,season,N Winter - D Fall,-0.6677768382943351,0.07806618943097515,900,-8.55398275696257,< 0.001
Salinity,season,N Winter - N Fall,-0.2847279354194196,0.08551722585963323,900,-3.329480494219586,0.0425
Salinity,season,N Winter - W Fall,0.16575944924259511,0.08900915072033214,900,1.862274248222111,0.7823
Salinity,season,W Winter - D Spring,-0.6162752283441069,0.08263575185423928,900,-7.457731242418549,< 0.001
Salinity,season,W Winter - N Spring,0.2823470543181577,0.08942695860618718,900,3.1572923726673956,0.0713
Salinity,season,W Winter - W Spring,0.6345182496702775,0.09316258660459828,900,6.810869822274333,< 0.001
Salinity,season,W Winter - D Summer,-1.031225379407229,0.08233052252414162,900,-12.525432218711412,< 0.001
Salinity,season,W Winter - N Summer,-0.4943692356352341,0.08942695860618748,900,-5.528190193879953,< 0.001
Salinity,season,W Winter - W Summer,0.035869473231800474,0.09277183796163543,900,0.38664183032176014,1
Salinity,season,W Winter - D Fall,-1.2417978191163477,0.08233052252414172,900,-15.083079531679351,< 0.001
Salinity,season,W Winter - N Fall,-0.8587489162414321,0.08942695860618767,900,-9.602796848130907,< 0.001
Salinity,season,W Winter - W Fall,-0.4082615315794174,0.09277183796163577,900,-4.400705435503467,< 0.001
Salinity,season,D Spring - N Spring,0.8986222826622646,0.0783832764991392,900,11.464464395949731,< 0.001
Salinity,season,D Spring - W Spring,1.2507934780143843,0.08261739082981308,900,15.139590653388519,< 0.001
Salinity,season,D Spring - D Summer,-0.41495015106312216,0.07017885755899748,900,-5.912751582116946,< 0.001
Salinity,season,D Spring - N Summer,0.1219059927088728,0.07838327649913969,900,1.5552551277977107,0.9243
Salinity,season,D Spring - W Summer,0.6521447015759073,0.08217889648789335,900,7.9356711935403235,< 0.001
Salinity,season,D Spring - D Fall,-0.6255225907722407,0.07017885755899739,900,-8.913262662424811,< 0.001
Salinity,season,D Spring - N Fall,-0.2424736878973252,0.0783832764991398,900,-3.0934364921576885,0.0854
Salinity,season,D Spring - W Fall,0.20801369676468948,0.0821788964878935,900,2.5312301047426913,0.3217
Salinity,season,N Spring - W Spring,0.3521711953521197,0.08942709386057811,900,3.9380816277131236,0.005
Salinity,season,N Spring - D Summer,-1.3135724337253867,0.07806618943097521,900,-16.82639364493159,< 0.001
Salinity,season,N Spring - N Summer,-0.7767162899533918,0.08551722585963295,900,-9.082571167922186,< 0.001
Salinity,season,N Spring - W Summer,-0.24647758108635726,0.08900915072033186,900,-2.769126309954284,0.1951
Salinity,season,N Spring - D Fall,-1.5241448734345053,0.07806618943097506,900,-19.52375137744018,< 0.001
Salinity,season,N Spring - N Fall,-1.1410959705595898,0.08551722585963299,900,-13.34346336763276,< 0.001
Salinity,season,N Spring - W Fall,-0.6906085858975751,0.08900915072033198,900,-7.758849290310354,< 0.001
Salinity,season,W Spring - D Summer,-1.6657436290775065,0.08233066943669318,900,-20.232358615258835,< 0.001
Salinity,season,W Spring - N Summer,-1.1288874853055115,0.0894270938605778,900,-12.623551057865246,< 0.001
Salinity,season,W Spring - W Summer,-0.5986487764384769,0.09277196833945003,900,-6.452905841644297,< 0.001
Salinity,season,W Spring - D Fall,-1.8763160687866252,0.08233066943669293,900,-22.79000136430803,< 0.001
Salinity,season,W Spring - N Fall,-1.4932671659117096,0.08942709386057779,900,-16.698151549459975,< 0.001
Salinity,season,W Spring - W Fall,-1.0427797812496948,0.09277196833945008,900,-11.240246379533442,< 0.001
Salinity,season,D Summer - N Summer,0.536856143771995,0.07806618943097524,900,6.876935427297547,< 0.001
Salinity,season,D Summer - W Summer,1.0670948526390296,0.08187651021813423,900,13.032979175542419,< 0.001
Salinity,season,D Summer - D Fall,-0.21057243970911857,0.06982452252481457,900,-3.015737624761907,0.1056
Salinity,season,D Summer - N Fall,0.17247646316579696,0.07806618943097533,900,2.2093618815389653,0.5432
Salinity,season,D Summer - W Fall,0.6229638478278117,0.08187651021813441,900,7.608578408729425,< 0.001
Salinity,season,N Summer - W Summer,0.5302387088670346,0.08900915072033204,900,5.957125807581873,< 0.001
Salinity,season,N Summer - D Fall,-0.7474285834811135,0.0780661894309751,900,-9.574293159806118,< 0.001
Salinity,season,N Summer - N Fall,-0.364379680606198,0.08551722585963305,900,-4.260892199710576,0.0013
Salinity,season,N Summer - W Fall,0.08610770405581668,0.08900915072033203,900,0.9674028272258014,0.9983
Salinity,season,W Summer - D Fall,-1.277667292348148,0.08187651021813401,900,-15.604808863301677,< 0.001
Salinity,season,W Summer - N Fall,-0.8946183894732326,0.089009150720332,900,-10.050858616594782,< 0.001
Salinity,season,W Summer - W Fall,-0.44413100481121787,0.09236916100724349,900,-4.808217374372271,< 0.001
Salinity,season,D Fall - N Fall,0.3830489028749155,0.07806618943097515,900,4.906719614047526,< 0.001
Salinity,season,D Fall - W Fall,0.8335362875369302,0.08187651021813423,900,10.180408096488659,< 0.001
Salinity,season,N Fall - W Fall,0.4504873846620147,0.0890091507203321,900,5.0611356362387045,< 0.001
Secchi depth,region,D Suisun Marsh - N Suisun Marsh,0.2093353737996039,0.047259411198889885,890,4.429496019715987,0.001
Secchi depth,region,D Suisun Marsh - W Suisun Marsh,0.34336919673845634,0.050222862590195864,890,6.83691010487097,< 0.001
Secchi depth,region,D Suisun Marsh - D Suisun Bay,-0.2880294612108332,0.04232329809529228,890,-6.805458793932494,< 0.001
Secchi depth,region,D Suisun Marsh - N Suisun Bay,-0.12105399490887678,0.047259411198889635,890,-2.5614791178718908,0.3976
Secchi depth,region,D Suisun Marsh - W Suisun Bay,0.0023156640586742792,0.049543386435195416,890,0.04674012467240715,1
Secchi depth,region,D Suisun Marsh - D Confluence,-0.5368839428044775,0.04232329809529204,890,-12.68530494943161,< 0.001
Secchi depth,region,D Suisun Marsh - N Confluence,-0.4052664446358217,0.04725941119888961,890,-8.575359581402141,< 0.001
Secchi depth,region,D Suisun Marsh - W Confluence,-0.3289068419593492,0.04954338643519535,890,-6.63876383156755,< 0.001
Secchi depth,region,D Suisun Marsh - D SouthCentral,-0.9043764421694768,0.0423232980952923,890,-21.368288457417556,< 0.001
Secchi depth,region,D Suisun Marsh - N SouthCentral,-0.652832701278932,0.04725941119888964,890,-13.813813687426354,< 0.001
Secchi depth,region,D Suisun Marsh - W SouthCentral,-0.5195690341312672,0.04954338643519536,890,-10.487152201654268,< 0.001
Secchi depth,region,D Suisun Marsh - D North,-1.0633128855671026,0.042854738727783954,890,-24.81202586069499,< 0.001
Secchi depth,region,D Suisun Marsh - N North,-0.807760806533434,0.04901106160070682,890,-16.481193839755242,< 0.001
Secchi depth,region,D Suisun Marsh - W North,-0.5749970021926161,0.04954338643519548,890,-11.605928531848196,< 0.001
Secchi depth,region,N Suisun Marsh - W Suisun Marsh,0.13403382293885244,0.05424701577109753,890,2.470805463371956,0.4627
Secchi depth,region,N Suisun Marsh - D Suisun Bay,-0.49736483501043716,0.047020760585232635,890,-10.577558270434269,< 0.001
Secchi depth,region,N Suisun Marsh - N Suisun Bay,-0.3303893687084807,0.05150866248716321,890,-6.414248647804028,< 0.001
Secchi depth,region,N Suisun Marsh - W Suisun Bay,-0.20701970974092962,0.05361191568875238,890,-3.8614495878639485,0.0103
Secchi depth,region,N Suisun Marsh - D Confluence,-0.7462193166040814,0.0470207605852326,890,-15.869996727327289,< 0.001
Secchi depth,region,N Suisun Marsh - N Confluence,-0.6146018184354256,0.05150866248716326,890,-11.932008884691847,< 0.001
Secchi depth,region,N Suisun Marsh - W Confluence,-0.538242215758953,0.053611915688752315,890,-10.039600503808806,< 0.001
Secchi depth,region,N Suisun Marsh - D SouthCentral,-1.1137118159690806,0.04702076058523256,890,-23.685533838830658,< 0.001
Secchi depth,region,N Suisun Marsh - N SouthCentral,-0.862168075078536,0.05150866248716333,890,-16.738312226480357,< 0.001
Secchi depth,region,N Suisun Marsh - W SouthCentral,-0.7289044079308711,0.053611915688752135,890,-13.595940353308366,< 0.001
Secchi depth,region,N Suisun Marsh - D North,-1.2726482593667066,0.047502265291041325,890,-26.791317247068662,< 0.001
Secchi depth,region,N Suisun Marsh - N North,-1.0170961803330378,0.05311560364087717,890,-19.148726750989837,< 0.001
Secchi depth,region,N Suisun Marsh - W North,-0.78433237599222,0.0536119156887522,890,-14.629814396965735,< 0.001
Secchi depth,region,W Suisun Marsh - D Suisun Bay,-0.6313986579492895,0.0500054830480314,890,-12.626588515159764,< 0.001
Secchi depth,region,W Suisun Marsh - N Suisun Bay,-0.4644231916473331,0.05424701577109747,890,-8.561267104664868,< 0.001
Secchi depth,region,W Suisun Marsh - W Suisun Bay,-0.34105353267978206,0.056247968075931874,890,-6.0633929428237705,< 0.001
Secchi depth,region,W Suisun Marsh - D Confluence,-0.8802531395429338,0.05000548304803126,890,-17.603132414448094,< 0.001
Secchi depth,region,W Suisun Marsh - N Confluence,-0.748635641374278,0.0542470157710974,890,-13.800494473894142,< 0.001
Secchi depth,region,W Suisun Marsh - W Confluence,-0.6722760386978055,0.05624796807593174,890,-11.952005764728582,< 0.001
Secchi depth,region,W Suisun Marsh - D SouthCentral,-1.247745638907933,0.050005483048031193,890,-24.952176498514177,< 0.001
Secchi depth,region,W Suisun Marsh - N SouthCentral,-0.9962018980173883,0.054247015771097445,890,-18.364178818997082,< 0.001
Secchi depth,region,W Suisun Marsh - W SouthCentral,-0.8629382308697235,0.056247968075931555,890,-15.341678293246185,< 0.001
Secchi depth,region,W Suisun Marsh - D North,-1.406682082305559,0.05045847528934384,890,-27.87801403508979,< 0.001
Secchi depth,region,W Suisun Marsh - N North,-1.1511300032718903,0.05577518993620798,890,-20.638746449603804,< 0.001
Secchi depth,region,W Suisun Marsh - W North,-0.9183661989310724,0.056247968075931715,890,-16.327099988595638,< 0.001
Secchi depth,region,D Suisun Bay - N Suisun Bay,0.16697546630195645,0.04702076058523234,890,3.5511009227357735,0.0308
Secchi depth,region,D Suisun Bay - W Suisun Bay,0.2903451252695075,0.04931578974948203,890,5.887467822059101,< 0.001
Secchi depth,region,D Suisun Bay - D Confluence,-0.24885448159364426,0.04205664680892893,890,-5.9171260781734665,< 0.001
Secchi depth,region,D Suisun Bay - N Confluence,-0.11723698342498842,0.04702076058523241,890,-2.4933025745612563,0.4463
Secchi depth,region,D Suisun Bay - W Confluence,-0.040877380748515955,0.04931578974948202,890,-0.8288903200408608,1
Secchi depth,region,D Suisun Bay - D SouthCentral,-0.6163469809586435,0.042056646808929,890,-14.655162209170406,< 0.001
Secchi depth,region,D Suisun Bay - N SouthCentral,-0.36480324006809883,0.04702076058523243,890,-7.758344091581342,< 0.001
Secchi depth,region,D Suisun Bay - W SouthCentral,-0.23153957292043395,0.04931578974948184,890,-4.695039339258816,< 0.001
Secchi depth,region,D Suisun Bay - D North,-0.7752834243562694,0.04259430504865308,890,-18.20157468165537,< 0.001
Secchi depth,region,D Suisun Bay - N North,-0.5197313453226007,0.0487757825660645,890,-10.655520382859036,< 0.001
Secchi depth,region,D Suisun Bay - W North,-0.2869675409817829,0.049315789749481975,890,-5.818978920129679,< 0.001
Secchi depth,region,N Suisun Bay - W Suisun Bay,0.12336965896755106,0.05361191568875212,890,2.3011611762538497,0.5899
Secchi depth,region,N Suisun Bay - D Confluence,-0.41582994789560074,0.04702076058523232,890,-8.84353937962882,< 0.001
Secchi depth,region,N Suisun Bay - N Confluence,-0.28421244972694487,0.05150866248716321,890,-5.5177602368878285,< 0.001
Secchi depth,region,N Suisun Bay - W Confluence,-0.2078528470504724,0.05361191568875201,890,-3.8769897396910356,0.0097
Secchi depth,region,N Suisun Bay - D SouthCentral,-0.7833224472606,0.04702076058523238,890,-16.659076491132193,< 0.001
Secchi depth,region,N Suisun Bay - N SouthCentral,-0.5317787063700553,0.05150866248716324,890,-10.32406357867636,< 0.001
Secchi depth,region,N Suisun Bay - W SouthCentral,-0.3985150392223904,0.05361191568875193,890,-7.43332958919058,< 0.001
Secchi depth,region,N Suisun Bay - D North,-0.9422588906582259,0.04750226529104117,890,-19.83608328750448,< 0.001
Secchi depth,region,N Suisun Bay - N North,-0.6867068116245572,0.0531156036408771,890,-12.928532569590836,< 0.001
Secchi depth,region,N Suisun Bay - W North,-0.4539430072837393,0.05361191568875201,890,-8.467203632847955,< 0.001
Secchi depth,region,W Suisun Bay - D Confluence,-0.5391996068631518,0.04931578974948201,890,-10.93360989659129,< 0.001
Secchi depth,region,W Suisun Bay - N Confluence,-0.40758210869449596,0.05361191568875217,890,-7.602453735485656,< 0.001
Secchi depth,region,W Suisun Bay - W Confluence,-0.33122250601802344,0.055635714216852185,890,-5.953415188075278,< 0.001
Secchi depth,region,W Suisun Bay - D SouthCentral,-0.906692106228151,0.049315789749481996,890,-18.385432147270333,< 0.001
Secchi depth,region,W Suisun Bay - N SouthCentral,-0.6551483653376063,0.05361191568875218,890,-12.220200619972566,< 0.001
Secchi depth,region,W Suisun Bay - W SouthCentral,-0.5218846981899414,0.05563571421685219,890,-9.380390016308288,< 0.001
Secchi depth,region,W Suisun Bay - D North,-1.065628549625777,0.04977509819560214,890,-21.408868857237735,< 0.001
Secchi depth,region,W Suisun Bay - N North,-0.8100764705921082,0.05515761545549376,890,-14.686575260777044,< 0.001
Secchi depth,region,W Suisun Bay - W North,-0.5773126662512904,0.05563571421685219,890,-10.37665597319538,< 0.001
Secchi depth,region,D Confluence - N Confluence,0.13161749816865584,0.04702076058523232,890,2.799135882331784,0.2491
Secchi depth,region,D Confluence - W Confluence,0.20797710084512833,0.049315789749482,890,4.217251754491326,0.0025
Secchi depth,region,D Confluence - D SouthCentral,-0.3674924993649992,0.042056646808928906,890,-8.73803613099697,< 0.001
Secchi depth,region,D Confluence - N SouthCentral,-0.11594875847445454,0.04702076058523237,890,-2.465905634688311,0.4663
Secchi depth,region,D Confluence - W SouthCentral,0.017314908673210325,0.04931578974948177,890,0.3511027352733873,1
Secchi depth,region,D Confluence - D North,-0.5264289427626252,0.04259430504865298,890,-12.359139142223736,< 0.001
Secchi depth,region,D Confluence - N North,-0.2708768637289564,0.048775782566064456,890,-5.553511383688549,< 0.001
Secchi depth,region,D Confluence - W North,-0.0381130593881386,0.04931578974948184,890,-0.7728368455974904,1
Secchi depth,region,N Confluence - W Confluence,0.07635960267647246,0.053611915688752024,890,1.424302819540787,0.9851
Secchi depth,region,N Confluence - D SouthCentral,-0.4991099975336551,0.04702076058523241,890,-10.614672993835157,< 0.001
Secchi depth,region,N Confluence - N SouthCentral,-0.2475662566431104,0.05150866248716327,890,-4.8063033417885315,< 0.001
Secchi depth,region,N Confluence - W SouthCentral,-0.11430258949544553,0.053611915688752,890,-2.132037029958746,0.713
Secchi depth,region,N Confluence - D North,-0.658046440931281,0.04750226529104124,890,-13.852948630965315,< 0.001
Secchi depth,region,N Confluence - N North,-0.4024943618976123,0.05311560364087714,890,-7.577704747910601,< 0.001
Secchi depth,region,N Confluence - W North,-0.16973055755679445,0.05361191568875207,890,-3.1659110736161287,0.1001
Secchi depth,region,W Confluence - D SouthCentral,-0.5754696002101276,0.04931578974948197,890,-11.669074005170373,< 0.001
Secchi depth,region,W Confluence - N SouthCentral,-0.32392585931958284,0.05361191568875207,890,-6.042049704027707,< 0.001
Secchi depth,region,W Confluence - W SouthCentral,-0.190662192171918,0.0556357142168522,890,-3.4269748282330115,0.0461
Secchi depth,region,W Confluence - D North,-0.7344060436077534,0.04977509819560211,890,-14.754487087534105,< 0.001
Secchi depth,region,W Confluence - N North,-0.47885396457408475,0.05515761545549364,890,-8.68155667390062,< 0.001
Secchi depth,region,W Confluence - W North,-0.2460901602332669,0.05563571421685214,890,-4.423240785120106,0.001
Secchi depth,region,D SouthCentral - N SouthCentral,0.2515437408905447,0.04702076058523245,890,5.349631476815066,< 0.001
Secchi depth,region,D SouthCentral - W SouthCentral,0.38480740803820956,0.04931578974948182,890,7.802924985952453,< 0.001
Secchi depth,region,D SouthCentral - D North,-0.15893644339762591,0.04259430504865301,890,-3.731401256953999,0.0165
Secchi depth,region,D SouthCentral - N North,0.09661563563604281,0.04877578256606449,890,1.9808115944666085,0.8094
Secchi depth,region,D SouthCentral - W North,0.32937943997686064,0.04931578974948191,890,6.678985405081563,< 0.001
Secchi depth,region,N SouthCentral - W SouthCentral,0.13326366714766488,0.05361191568875197,890,2.4857098545281833,0.4518
Secchi depth,region,N SouthCentral - D North,-0.4104801842881706,0.04750226529104123,890,-8.64127598490731,< 0.001
Secchi depth,region,N SouthCentral - N North,-0.15492810525450187,0.05311560364087715,890,-2.9168096497969764,0.1905
Secchi depth,region,N SouthCentral - W North,0.07783569908631595,0.0536119156887521,890,1.451835810870792,0.9822
Secchi depth,region,W SouthCentral - D North,-0.5437438514358355,0.04977509819560185,890,-10.924013636278088,< 0.001
Secchi depth,region,W SouthCentral - N North,-0.28819177240216676,0.055157615455493615,890,-5.224877290692654,< 0.001
Secchi depth,region,W SouthCentral - W North,-0.05542796806134893,0.055635714216852115,890,-0.9962659568870914,0.9996
Secchi depth,region,D North - N North,0.2555520790336687,0.0491982675354704,890,5.1943308542200946,< 0.001
Secchi depth,region,D North - W North,0.48831588337448656,0.04977509819560199,890,9.810445404960205,< 0.001
Secchi depth,region,N North - W North,0.23276380434081784,0.05515761545549367,890,4.21997583504373,0.0025
Secchi depth,season,D Winter - N Winter,0.2503618922499978,0.042056646808929135,890,5.952968466255443,< 0.001
Secchi depth,season,D Winter - W Winter,0.4434630515197259,0.04435397693593583,890,9.998270327827802,< 0.001
Secchi depth,season,D Winter - D Spring,0.1896045550784669,0.03800069853789331,890,4.989501834799119,< 0.001
Secchi depth,season,D Winter - N Spring,0.35431776475193194,0.04267101958087242,890,8.303475478958495,< 0.001
Secchi depth,season,D Winter - W Spring,0.49429619145196474,0.044354069342106596,890,11.144325622964095,< 0.001
Secchi depth,season,D Winter - D Summer,0.054249699255170813,0.03780769387325659,890,1.4348851701199512,0.9564
Secchi depth,season,D Winter - N Summer,0.24747037150776932,0.04267095987009579,890,5.799503274853652,< 0.001
Secchi depth,season,D Winter - W Summer,0.34593334285436983,0.0441093832975717,890,7.842624788486083,< 0.001
Secchi depth,season,D Winter - D Fall,-0.26732441081632985,0.03761660846818608,890,-7.106552709089049,< 0.001
Secchi depth,season,D Winter - N Fall,-0.06360085843684748,0.042056646808929135,890,-1.5122665086876173,0.9372
Secchi depth,season,D Winter - W Fall,0.06468902910387797,0.0441093832975717,890,1.466559363740622,0.9492
Secchi depth,season,N Winter - W Winter,0.19310115926972815,0.0481770440998169,890,4.008157056494507,0.0038
Secchi depth,season,N Winter - D Spring,-0.060757337171530874,0.042400535344852254,890,-1.4329379730085714,0.9568
Secchi depth,season,N Winter - N Spring,0.10395587250193417,0.04663226587067586,890,2.2292691671949307,0.5286
Secchi depth,season,N Winter - W Spring,0.24393429920196694,0.04817712917315222,890,5.063280095525176,< 0.001
Secchi depth,season,N Winter - D Summer,-0.196112192994827,0.04222764525966462,890,-4.6441659673159945,< 0.001
Secchi depth,season,N Winter - N Summer,-0.0028915207422284574,0.04663221123212471,890,-0.06200694039223477,1
Secchi depth,season,N Winter - W Summer,0.09557145060437205,0.04795195515361477,890,1.993066816529327,0.6982
Secchi depth,season,N Winter - D Fall,-0.5176863030663277,0.04205664680892899,890,-12.30926244353885,< 0.001
Secchi depth,season,N Winter - N Fall,-0.31396275068684526,0.04607074830055615,890,-6.814795988088068,< 0.001
Secchi depth,season,N Winter - W Fall,-0.1856728631461198,0.04795195515361484,890,-3.872060326869131,0.0065
Secchi depth,season,W Winter - D Spring,-0.253858496441259,0.04468199607264666,890,-5.681449325328275,< 0.001
Secchi depth,season,W Winter - N Spring,-0.089145286767794,0.048712845288984924,890,-1.8300160099240141,0.8012
Secchi depth,season,W Winter - W Spring,0.05083313993223879,0.05018956140116832,890,1.012822955871766,0.9974
Secchi depth,season,W Winter - D Summer,-0.3892133522645551,0.04451547894965852,890,-8.743326174356275,< 0.001
Secchi depth,season,W Winter - N Summer,-0.1959926800119566,0.04871276616042342,890,-4.023435650656817,0.0036
Secchi depth,season,W Winter - W Summer,-0.0975297086653561,0.04997903292658626,890,-1.9514124814823166,0.7262
Secchi depth,season,W Winter - D Fall,-0.7107874623360558,0.0443539769359358,890,-16.02533778115785,< 0.001
Secchi depth,season,W Winter - N Fall,-0.5070639099565735,0.048177044099816796,890,-10.525010810252297,< 0.001
Secchi depth,season,W Winter - W Fall,-0.37877402241584796,0.04997903292658636,890,-7.578658494097412,< 0.001
Secchi depth,season,D Spring - N Spring,0.16471320967346503,0.04299365686832459,890,3.831104904100792,0.0075
Secchi depth,season,D Spring - W Spring,0.30469163637349783,0.04467465995012071,890,6.820234036782513,< 0.001
Secchi depth,season,D Spring - D Summer,-0.1353548558232961,0.038186854066015685,890,-3.544540631425171,0.0211
Secchi depth,season,D Spring - N Summer,0.057865816429302414,0.043014727867741014,890,1.345255899496205,0.9729
Secchi depth,season,D Spring - W Summer,0.15632878777590292,0.04443738911784931,890,3.517956182378632,0.023
Secchi depth,season,D Spring - D Fall,-0.45692896589479676,0.03800069853789346,890,-12.024225434676083,< 0.001
Secchi depth,season,D Spring - N Fall,-0.2532054135153144,0.04240053534485218,890,-5.971750390789722,< 0.001
Secchi depth,season,D Spring - W Fall,-0.12491552597458894,0.04443738911784931,890,-2.8110455734316244,0.177
Secchi depth,season,N Spring - W Spring,0.1399784267000328,0.04871871135804842,890,2.87319641259165,0.1524
Secchi depth,season,N Spring - D Summer,-0.3000680654967611,0.04284593068959459,890,-7.003420410462332,< 0.001
Secchi depth,season,N Spring - N Summer,-0.10684739324416262,0.04714998533864583,890,-2.2661172103607554,0.5018
Secchi depth,season,N Spring - W Summer,-0.008384421897562104,0.04849169386930602,890,-0.1729042899627234,1
Secchi depth,season,N Spring - D Fall,-0.6216421755682618,0.042671019580872376,890,-14.568252216005588,< 0.001
Secchi depth,season,N Spring - N Fall,-0.4179186231887794,0.046632265870675815,890,-8.962005499535096,< 0.001
Secchi depth,season,N Spring - W Fall,-0.28962873564805397,0.048491693869306046,890,-5.9727494038186455,< 0.001
Secchi depth,season,W Spring - D Summer,-0.4400464921967939,0.0445155908744859,890,-9.885221863897721,< 0.001
Secchi depth,season,W Spring - N Summer,-0.2468258199441954,0.0487129493579752,890,-5.0669446871376005,< 0.001
Secchi depth,season,W Spring - W Summer,-0.14836284859759488,0.04997911493261644,890,-2.9684969171147344,0.1197
Secchi depth,season,W Spring - D Fall,-0.7616206022682945,0.044354069342106485,890,-17.171380519650945,< 0.001
Secchi depth,season,W Spring - N Fall,-0.5578970498888123,0.04817712917315217,890,-11.580122341530334,< 0.001
Secchi depth,season,W Spring - W Fall,-0.42960716234808677,0.0499791149326165,890,-8.59573369651098,< 0.001
Secchi depth,season,D Summer - N Summer,0.1932206722525985,0.04281773402491776,890,4.512631895470084,< 0.001
Secchi depth,season,D Summer - W Summer,0.291683643599199,0.04427245394437896,890,6.588377594014812,< 0.001
Secchi depth,season,D Summer - D Fall,-0.32157411007150066,0.03780769387325652,890,-8.50552036179514,< 0.001
Secchi depth,season,D Summer - N Fall,-0.1178505576920183,0.04222764525966462,890,-2.7908389626590866,0.1856
Secchi depth,season,D Summer - W Fall,0.010439329848707164,0.04427245394437902,890,0.23579740716027275,1
Secchi depth,season,N Summer - W Summer,0.09846297134660051,0.048491641325888374,890,2.030514304205121,0.6724
Secchi depth,season,N Summer - D Fall,-0.5147947823240991,0.04267095987009553,890,-12.064288778394115,< 0.001
Secchi depth,season,N Summer - N Fall,-0.31107122994461683,0.04663221123212478,890,-6.67073728063577,< 0.001
Secchi depth,season,N Summer - W Fall,-0.18278134240389135,0.04849164132588831,890,-3.769337094108827,0.0095
