Y,Year,Month,Date,SAC,YOLO,CSMR,MOKE,MISC,SJR,EAST,TOT,CCC,SWP,CVP,NBAQ,EXPORT,GCD,PREC,MISDV,CD,XGEO,WEST,RIO,OUT,EXPIN,DIVE,EFFECT,EFFD
A,1975,4,4/13/1975,29700,1187,962,864,437,4740,7003,37890,83,2553,3714,0,6350,1900,62,0,1838,10792,10250,19580,29702,0.17,22,33150,10
A,1975,4,4/14/1975,29000,948,942,863,437,4560,6802,36750,87,1625,3535,0,5247,1900,0,0,1900,10587,10907,18829,29603,0.14,19,32190,8
A,1975,4,4/15/1975,28300,837,1010,877,437,4240,6564,35701,92,1674,3238,0,5004,1900,992,0,908,10381,11350,18502,29789,0.14,17,31461,5
A,1975,4,4/16/1975,28700,660,990,1150,437,3880,6457,35817,92,1457,3230,0,4779,1900,1736,0,164,10499,12070,18815,30874,0.13,14,31937,3
A,1975,4,4/17/1975,29700,537,937,1230,437,3470,6074,36311,86,1284,3229,0,4599,1900,1736,0,164,10792,12160,19399,31548,0.12,13,32841,4
A,1975,4,4/18/1975,28300,694,882,1230,437,3340,5889,34883,89,907,3226,0,4222,1900,1736,0,164,10381,11942,18567,30497,0.12,13,31543,3
A,1975,4,4/19/1975,27200,1164,825,1240,437,3220,5722,34086,82,1497,3224,0,4803,1900,1736,0,164,10059,10871,18259,29119,0.14,15,30866,6
A,1975,4,4/20/1975,26600,1248,788,1240,437,3240,5705,33553,84,2057,3219,0,5360,1900,744,0,1156,9883,9477,17641,27037,0.16,19,30313,11
A,1975,4,4/21/1975,26100,751,772,1240,437,3310,5759,32610,102,1826,3466,0,5394,1900,0,0,1900,9737,8867,16582,25316,0.16,22,29300,14
A,1975,4,4/22/1975,25600,333,796,1240,437,3190,5663,31596,109,1858,4445,0,6412,1900,0,0,1900,9590,7606,15811,23284,0.2,26,28406,18
A,1975,4,4/23/1975,24800,260,838,1170,437,3070,5515,30575,103,1907,4737,0,6747,1900,0,0,1900,9356,6889,15172,21928,0.22,28,27505,20
A,1975,4,4/24/1975,24500,222,891,1150,437,2970,5448,30170,116,2103,4734,0,6953,1950,62,0,1888,9268,6536,14925,21329,0.23,29,27200,22
A,1975,4,4/25/1975,25200,200,1520,1160,437,2890,6007,31407,102,1734,4745,0,6581,1950,62,0,1888,9473,7672,15398,22938,0.21,27,28517,20
A,1975,4,4/26/1975,27300,202,1630,1160,437,2900,6127,33629,112,2421,4734,0,7267,1950,62,0,1888,10088,7721,16885,24474,0.21,27,30729,20
A,1975,4,4/27/1975,29200,141,1410,1170,437,2950,5967,35308,126,1827,4728,0,6681,1950,62,0,1888,10645,8704,18167,26739,0.19,24,32358,17
A,1975,4,4/28/1975,29700,123,1260,1170,437,2970,5837,35660,152,2767,4720,0,7639,2000,62,0,1938,10792,7730,18488,26083,0.21,27,32690,20
A,1975,4,4/29/1975,29800,109,1170,1150,437,2810,5567,35476,152,1822,4727,0,6701,2000,0,0,2000,10821,8387,18528,26775,0.18,25,32666,18
A,1975,4,4/30/1975,29400,101,1120,1070,437,2630,5257,34758,113,1485,4729,0,6327,2000,0,0,2000,10704,8334,18237,26431,0.18,24,32128,18
A,1975,5,5/1/1975,29100,140,1110,1040,146,2510,4806,34046,94,1495,4722,0,6311,2000,0,0,2000,10616,7811,18064,25735,0.18,24,31536,18
A,1975,5,5/2/1975,29200,85,1070,1050,146,2360,4626,33911,88,1645,4717,0,6450,2000,0,0,2000,10645,7521,18080,25461,0.19,25,31551,19
A,1975,5,5/3/1975,29700,53,1090,1050,146,2330,4616,34369,85,2954,4727,0,7766,2050,0,0,2050,10792,6309,18387,24553,0.22,29,32039,23
A,1975,5,5/4/1975,30600,52,1350,1060,146,3090,5646,36298,87,2674,4705,0,7466,2100,0,0,2100,11055,7870,19009,26732,0.2,26,33208,20
A,1975,5,5/5/1975,31300,67,1260,1060,146,3660,6126,37493,100,2712,4699,0,7511,2100,0,0,2100,11260,8510,19519,27882,0.2,26,33833,18
A,1975,5,5/6/1975,32300,57,1130,1070,146,3690,6036,38393,92,2713,4704,0,7509,2100,0,0,2100,11553,8715,20216,28784,0.19,25,34703,17
A,1975,5,5/7/1975,31800,50,1050,1020,146,3910,6126,37976,89,2583,4628,0,7300,2150,0,0,2150,11407,8836,19841,28526,0.19,25,34066,16
A,1975,5,5/8/1975,31000,53,1020,738,146,4060,5964,37017,99,2699,4759,0,7557,2150,0,0,2150,11173,8183,19278,27310,0.2,26,32957,17
A,1975,5,5/9/1975,30400,57,1080,695,146,4000,5921,36378,99,2462,4764,0,7325,2200,0,0,2200,10997,8163,18844,26853,0.2,26,32378,17
A,1975,5,5/10/1975,30800,57,1180,689,146,3960,5975,36832,103,3763,4764,0,8630,2200,0,0,2200,11114,7029,19127,26002,0.23,29,32872,21
A,1975,5,5/11/1975,31500,63,1250,697,146,3670,5763,37326,114,5434,4739,0,10287,2250,0,0,2250,11319,5332,19614,24789,0.27,34,33656,26
A,1975,5,5/12/1975,32100,115,1390,694,146,3570,5800,38015,123,3705,4757,0,8585,2300,0,0,2300,11495,7215,20076,27130,0.22,29,34445,21
A,1975,5,5/13/1975,32400,310,1510,690,146,3440,5786,38496,117,2843,4288,0,7248,2300,0,0,2300,11583,8626,20483,28948,0.19,25,35056,17
A,1975,5,5/14/1975,33400,388,1650,675,146,3690,6161,39949,114,2812,4140,0,7066,2350,0,0,2350,11876,9443,21254,30533,0.17,24,36259,16
A,1975,5,5/15/1975,33800,448,1780,684,146,3840,6450,40698,112,319,3582,0,4013,2350,0,0,2350,11993,12903,21597,34335,0.1,16,36858,7
A,1975,5,5/16/1975,34100,535,1670,824,146,3970,6610,41245,112,416,3387,0,3915,2400,0,0,2400,12081,13216,21882,34930,0.09,15,37275,6
A,1975,5,5/17/1975,34600,679,1570,862,146,4070,6648,41927,116,403,3356,0,3875,2450,0,0,2450,12227,13407,22366,35602,0.09,15,37857,6
A,1975,5,5/18/1975,34200,758,1610,867,146,4240,6863,41821,127,291,3367,0,3785,2450,0,0,2450,12110,13595,22162,35586,0.09,15,37581,5
A,1975,5,5/19/1975,33500,755,1660,865,146,4340,7011,41266,122,0,3372,0,3494,2500,0,0,2500,11905,13797,21650,35272,0.08,15,36926,4
A,1975,5,5/20/1975,33800,853,1590,860,146,4350,6946,41599,113,221,3367,0,3701,2550,0,0,2550,11993,13581,21946,35348,0.09,15,37249,5
A,1975,5,5/21/1975,34900,1041,1370,865,146,4550,6931,42872,115,420,3338,0,3873,2550,0,0,2550,12315,13715,22912,36449,0.09,15,38322,5
A,1975,5,5/22/1975,33400,1005,1110,1070,146,4650,6976,41381,112,243,3377,0,3732,2600,0,0,2600,11876,13430,21801,35049,0.09,15,36731,5
A,1975,5,5/23/1975,30800,683,1010,1120,146,4550,6826,38309,112,472,3375,0,3959,2650,0,0,2650,11114,12259,19627,31700,0.1,17,33759,6
A,1975,5,5/24/1975,28000,299,1010,1060,146,4470,6686,34985,124,455,3336,0,3915,2700,0,0,2700,10294,11310,17249,28370,0.11,19,30515,7
A,1975,5,5/25/1975,25300,72,1050,1060,146,4530,6786,32158,122,510,3360,0,3992,2750,0,0,2750,9502,10509,15100,25416,0.12,21,27628,8
A,1975,5,5/26/1975,24100,37,1080,1050,146,4580,6856,30993,125,365,3346,0,3836,2750,0,0,2750,9151,10384,14216,24407,0.12,21,26413,8
A,1975,5,5/27/1975,23700,34,1070,1040,146,4540,6796,30530,125,292,3366,0,3783,2800,0,0,2800,9034,10227,13916,23947,0.12,22,25990,8
A,1975,5,5/28/1975,24100,29,1020,1020,146,4590,6776,30905,122,454,3371,0,3947,2850,0,0,2850,9151,10128,14180,24108,0.12,22,26315,8
A,1975,5,5/29/1975,24800,25,980,960,146,4580,6666,31491,130,1213,3342,0,4685,2900,0,0,2900,9356,9452,14657,23906,0.14,24,26911,11
A,1975,5,5/30/1975,24700,27,943,734,146,4630,6453,31180,137,234,3343,0,3714,2950,0,0,2950,9327,10149,14574,24516,0.11,21,26550,8
A,1975,5,5/31/1975,24800,26,918,724,146,4700,6488,31314,136,354,3333,0,3823,3000,0,0,3000,9356,10071,14630,24491,0.12,22,26614,8
A,1975,6,6/1/1975,25100,27,931,724,134,4980,6769,31896,136,487,3318,0,3941,3050,0,0,3050,9444,10290,14829,24905,0.12,22,26916,7
A,1975,6,6/2/1975,24900,25,925,723,134,5860,7642,32567,133,398,3687,0,4218,3100,0,0,3100,9385,10794,14672,25249,0.13,22,28293,11
A,1975,6,6/3/1975,25200,36,841,720,134,6550,8245,33481,130,387,4046,0,4563,3150,0,0,3150,9473,11107,14881,25768,0.13,23,28751,10
A,1975,6,6/4/1975,25200,37,757,719,134,7350,8960,34197,130,319,4056,0,4505,3200,0,0,3200,9473,11848,14868,26492,0.13,23,28940,8
A,1975,6,6/5/1975,25600,31,692,718,134,7570,9114,34745,168,367,4083,0,4618,3250,0,0,3250,9590,11974,15131,26877,0.13,23,29337,8
A,1975,6,6/6/1975,27200,37,664,716,134,7070,8584,35821,183,443,4082,0,4708,3300,0,0,3300,10059,11790,16254,27813,0.13,22,30731,9
A,1975,6,6/7/1975,29100,89,650,720,134,7350,8854,38043,175,336,4073,0,4584,3350,0,0,3350,10616,12708,17635,30109,0.12,21,32763,8
A,1975,6,6/8/1975,30300,69,602,723,134,7560,9019,39388,179,413,4072,0,4664,3400,0,0,3400,10967,13112,18450,31324,0.11,20,33964,8
A,1975,6,6/9/1975,30900,60,533,731,134,7880,9278,40238,205,407,4052,0,4664,3450,0,0,3450,11143,13515,18851,32124,0.11,20,34599,7
A,1975,6,6/10/1975,30900,45,468,705,134,8100,9407,40352,217,332,4045,0,4594,3500,0,0,3500,11143,13681,18822,32258,0.11,20,34562,7
A,1975,6,6/11/1975,30400,20,432,698,134,8000,9264,39684,209,386,4023,0,4618,3550,0,0,3550,10997,13335,18429,31516,0.11,21,33952,7
A,1975,6,6/12/1975,29500,15,416,669,134,7510,8729,38244,234,346,4053,0,4633,3600,0,0,3600,10733,12489,17774,30011,0.12,22,32823,9
A,1975,6,6/13/1975,28000,19,393,646,134,6030,7203,35222,178,413,4034,0,4625,3650,0,0,3650,10294,10500,16703,26947,0.13,23,29192,8
A,1975,6,6/14/1975,26100,20,365,459,134,6120,7078,33198,204,362,4042,0,4608,3700,0,0,3700,9737,9802,15347,24890,0.13,25,28665,13
A,1975,6,6/15/1975,25000,17,350,444,134,7160,8088,33105,200,363,4060,0,4623,3750,0,0,3750,9415,10443,14552,24732,0.13,25,27889,11
A,1975,6,6/16/1975,24400,17,331,580,134,7740,8785,33202,201,345,4006,0,4552,3800,0,0,3800,9239,11002,14114,24850,0.13,25,27601,10
A,1975,6,6/17/1975,23900,17,307,1020,134,7840,9301,33218,182,382,4032,0,4596,3850,0,0,3850,9092,11295,13747,24772,0.13,25,27545,10
A,1975,6,6/18/1975,23200,20,282,1160,134,8040,9616,32836,148,421,4016,0,4585,3900,0,0,3900,8887,11383,13241,24351,0.14,26,27025,10
A,1975,6,6/19/1975,21900,21,248,1170,134,7810,9362,31283,157,361,4043,0,4561,3950,0,0,3950,8506,10740,12309,22772,0.14,27,25614,11
A,1975,6,6/20/1975,21000,23,223,1150,134,6600,8107,29130,159,398,4033,0,4590,4000,0,0,4000,8243,9160,11660,20540,0.15,29,24240,15
A,1975,6,6/21/1975,20400,19,201,974,134,4380,5689,26108,153,372,3963,0,4488,4050,0,0,4050,8067,6636,11218,17570,0.17,33,21728,19
A,1975,6,6/22/1975,19600,24,194,922,134,3480,4730,24354,150,448,3917,0,4515,4100,0,0,4100,7832,5382,10644,15739,0.18,35,20874,25
A,1975,6,6/23/1975,19200,22,177,916,134,3130,4357,23579,151,0,3938,0,4089,4100,0,0,4100,7715,5318,10359,15390,0.17,35,20449,25
A,1975,6,6/24/1975,18600,20,167,914,134,2860,4075,22695,144,521,4009,0,4674,4150,124,0,4026,7539,4323,9954,13995,0.2,38,19835,29
A,1975,6,6/25/1975,17900,20,170,915,134,2700,3919,21839,143,344,3947,0,4434,4200,124,0,4076,7334,4169,9445,13329,0.2,39,19139,30
A,1975,6,6/26/1975,18000,18,98,915,134,2440,3587,21605,143,416,4010,0,4569,4200,124,0,4076,7364,3733,9513,12960,0.2,40,19165,32
A,1975,6,6/27/1975,18300,20,152,907,134,2330,3523,21843,149,0,3992,0,4141,4250,124,0,4126,7451,4152,9714,13576,0.18,38,19513,30
A,1975,6,6/28/1975,17700,23,64,603,134,2290,3091,20814,150,132,4001,0,4283,4250,124,0,4126,7276,3402,9292,12405,0.2,40,18524,33
A,1975,6,6/29/1975,16900,17,79,576,134,2260,3049,19966,151,595,4005,0,4751,4300,0,0,4300,7041,2544,8672,10915,0.23,45,17706,38
A,1975,6,6/30/1975,16900,14,106,580,134,2240,3060,19974,144,219,4245,0,4608,4300,0,0,4300,7041,2698,8669,11066,0.22,45,17734,38
A,1975,7,7/1/1975,16700,13,104,557,81,2030,2772,19485,144,365,4633,0,5142,4300,0,0,4300,6983,1818,8526,10043,0.26,48,17455,42
A,1975,7,7/2/1975,16500,19,105,420,81,1930,2536,19055,146,400,4644,0,5190,4300,0,0,4300,6924,1475,8391,9565,0.26,50,17125,44
A,1975,7,7/3/1975,16500,18,104,424,81,1860,2469,18987,159,372,4633,0,5164,4350,0,0,4350,6924,1401,8376,9473,0.26,50,17127,45
A,1975,7,7/4/1975,16400,14,122,432,81,1930,2565,18979,163,454,4635,0,5252,4350,0,0,4350,6895,1380,8301,9377,0.27,51,17049,45
A,1975,7,7/5/1975,16300,13,113,433,81,1970,2597,18910,159,518,4649,0,5326,4400,0,0,4400,6865,1276,8216,9184,0.27,51,16940,46
A,1975,7,7/6/1975,16200,15,100,439,81,2040,2660,18875,160,410,4678,0,5248,4400,0,0,4400,6836,1388,8147,9227,0.27,51,16835,45
A,1975,7,7/7/1975,16100,28,93,437,81,2030,2641,18769,166,421,4634,0,5221,4400,0,0,4400,6807,1367,8089,9148,0.27,51,16739,45
A,1975,7,7/8/1975,16200,10,87,415,81,1910,2493,18703,175,370,4638,0,5183,4400,0,0,4400,6836,1286,8142,9120,0.27,51,16793,46
A,1975,7,7/9/1975,16100,16,78,410,81,2020,2589,18705,179,289,4670,0,5138,4400,0,0,4400,6807,1398,8077,9167,0.27,51,16685,45
A,1975,7,7/10/1975,15900,19,69,400,81,1980,2530,18449,181,339,4639,0,5159,4400,0,0,4400,6748,1259,7939,8890,0.27,52,16469,46
A,1975,7,7/11/1975,15600,20,60,392,81,1740,2273,17893,185,488,4641,0,5314,4400,0,0,4400,6660,759,7728,8179,0.29,54,16153,49
A,1975,7,7/12/1975,16300,17,54,387,81,1680,2202,18519,184,377,4637,0,5198,4400,0,0,4400,6865,1009,8220,8921,0.27,52,16839,47
A,1975,7,7/13/1975,17400,10,64,409,81,1680,2234,19644,182,288,4635,0,5105,4400,0,0,4400,7188,1457,8990,10139,0.25,48,17964,44
A,1975,7,7/14/1975,18600,7,55,419,81,1630,2185,20792,170,409,4641,0,5220,4400,0,0,4400,7539,1644,9836,11172,0.24,46,19162,42
A,1975,7,7/15/1975,19300,10,45,399,81,1560,2085,21395,173,177,4633,0,4983,4400,0,0,4400,7744,1986,10334,12012,0.22,44,19835,39
A,1975,7,7/16/1975,19400,17,46,396,81,1550,2073,21490,167,291,4626,0,5084,4400,620,0,3780,7774,2306,10585,12626,0.23,41,19940,37
A,1975,7,7/17/1975,19800,14,47,396,81,1650,2174,21988,183,332,4632,0,5147,4400,620,0,3780,7891,2461,10865,13061,0.23,41,20338,36
A,1975,7,7/18/1975,20500,11,51,402,81,1670,2204,22715,177,451,4584,0,5212,4400,620,0,3780,8096,2631,11357,13723,0.22,40,21045,35
A,1975,7,7/19/1975,20300,13,45,409,81,1760,2295,22608,171,294,4583,0,5048,4400,620,0,3780,8037,2827,11218,13780,0.22,39,20848,34
A,1975,7,7/20/1975,20000,13,40,421,81,1780,2322,22335,174,563,4533,0,5270,4350,620,0,3730,7950,2578,11019,13335,0.23,40,20555,35
A,1975,7,7/21/1975,20000,11,36,423,81,1760,2300,22311,177,135,4524,0,4836,4350,0,0,4350,7950,2586,10843,13125,0.21,41,20551,36
A,1975,7,7/22/1975,19900,15,29,425,81,1620,2155,22070,189,445,4529,0,5163,4350,0,0,4350,7920,2084,10777,12557,0.23,43,20450,39
A,1975,7,7/23/1975,20300,15,14,409,81,1460,1964,22279,182,382,4581,0,5145,4350,0,0,4350,8037,2028,11060,12784,0.22,43,20819,39
A,1975,7,7/24/1975,20100,12,13,402,81,1470,1966,22078,185,247,4602,0,5034,4350,0,0,4350,7979,2083,10915,12694,0.22,43,20608,38
A,1975,7,7/25/1975,19600,8,10,418,81,1630,2139,21747,190,269,4562,0,5021,4300,0,0,4300,7832,2155,10572,12426,0.22,43,20117,38
A,1975,7,7/26/1975,19600,6,8,411,81,1490,1990,21596,190,540,4613,0,5343,4300,0,0,4300,7832,1684,10570,11953,0.24,45,20106,41
A,1975,7,7/27/1975,19700,6,2,417,81,1550,2050,21756,187,383,4618,0,5188,4300,0,0,4300,7862,1929,10640,12268,0.23,44,20206,39
A,1975,7,7/28/1975,19400,7,2,425,81,1500,2008,21415,183,319,4602,0,5104,4250,0,0,4250,7774,1915,10443,12061,0.23,44,19915,39
A,1975,7,7/29/1975,19500,6,2,413,81,1440,1936,21442,178,899,4592,0,5669,4250,0,0,4250,7803,1308,10513,11523,0.26,46,20002,42
A,1975,7,7/30/1975,19400,5,2,407,81,1460,1950,21355,178,544,4588,0,5310,4250,0,0,4250,7774,1651,10441,11795,0.24,45,19895,41
A,1975,7,7/31/1975,19200,4,2,398,81,1490,1971,21175,180,553,4568,0,5301,4200,0,0,4200,7715,1655,10313,11674,0.24,45,19685,41
A,1975,8,8/1/1975,19100,4,2,389,114,1430,1935,21039,184,2835,4588,0,7607,4200,0,0,4200,7686,-716,10242,9232,0.35,56,19609,53
A,1975,8,8/2/1975,19200,4,1,375,114,1400,1890,21094,185,4348,4578,0,9111,4200,0,0,4200,7715,-2236,10313,7783,0.42,63,19694,60
A,1975,8,8/3/1975,19000,4,1,387,114,1430,1932,20936,186,5870,4568,0,10624,4150,0,0,4150,7657,-3733,10185,6162,0.5,71,19506,68
A,1975,8,8/4/1975,18700,5,1,381,114,1450,1946,20651,177,4404,4540,0,9121,4150,0,0,4150,7569,-2304,9974,7380,0.43,64,19201,62
A,1975,8,8/5/1975,18900,6,1,380,114,1420,1915,20821,170,4096,4583,0,8849,4100,0,0,4100,7627,-1972,10131,7872,0.42,62,19401,59
A,1975,8,8/6/1975,19200,8,1,386,114,1350,1851,21059,169,3010,4572,0,7751,4100,0,0,4100,7715,-850,10345,9208,0.36,56,19709,53
A,1975,8,8/7/1975,19000,8,1,372,114,1400,1887,20895,174,3537,4571,0,8282,4050,0,0,4050,7657,-1370,10217,8563,0.39,59,19495,56
A,1975,8,8/8/1975,18700,4,1,364,114,1440,1919,20623,174,3527,4193,0,7894,4050,0,0,4050,7569,-1038,10001,8679,0.37,58,19183,55
A,1975,8,8/9/1975,18700,3,1,383,114,1470,1968,20671,178,5013,4593,0,9784,4000,0,0,4000,7569,-2847,10014,6887,0.46,67,19201,64
A,1975,8,8/10/1975,18700,2,1,389,114,1490,1994,20696,178,5658,4583,0,10419,4000,0,0,4000,7569,-3456,10013,6277,0.49,70,19206,67
A,1975,8,8/11/1975,18500,3,1,403,114,1550,2068,20571,180,5290,4578,0,10048,3950,0,0,3950,7510,-3038,9887,6573,0.48,68,19021,65
A,1975,8,8/12/1975,18300,5,1,391,114,1520,2026,20331,182,4075,4615,0,8872,3950,0,0,3950,7451,-1962,9748,7509,0.43,63,18811,60
A,1975,8,8/13/1975,18300,5,1,391,114,1440,1946,20251,183,3778,4624,0,8585,3900,0,0,3900,7451,-1723,9762,7766,0.41,62,18811,59
A,1975,8,8/14/1975,18500,7,1,405,114,1400,1920,20427,176,4421,4606,0,9203,3850,0,0,3850,7510,-2275,9919,7374,0.44,64,19027,61
A,1975,8,8/15/1975,18600,11,1,411,114,1350,1876,20487,181,4178,4589,0,8948,3850,0,0,3850,7539,-2036,9994,7689,0.43,62,19137,60
A,1975,8,8/16/1975,18400,13,1,401,114,1340,1856,20269,167,4671,4600,0,9438,3800,0,0,3800,7481,-2571,9868,7031,0.46,65,18929,63
A,1975,8,8/17/1975,18300,11,1,406,114,1480,2001,20312,168,5968,4536,0,10672,3800,0,0,3800,7451,-3690,9796,5840,0.52,71,18832,69
A,1975,8,8/18/1975,18900,12,1,483,114,1850,2448,21360,162,4594,4492,0,9248,3750,2109,0,1641,7627,-240,10826,10471,0.43,51,19510,46
A,1975,8,8/19/1975,19400,12,48,480,114,2270,2912,22324,160,3946,4352,0,8458,3700,3411,0,289,7774,2041,11557,13577,0.37,39,20054,32
A,1975,8,8/20/1975,20000,11,103,502,114,2420,3139,23150,165,4161,4380,0,8706,3700,3411,0,289,7950,2196,11980,14155,0.37,39,20730,32
A,1975,8,8/21/1975,20600,10,84,496,114,2300,2994,23604,166,4307,4371,0,8844,3650,3411,0,239,8125,2120,12418,14521,0.37,38,21304,32
A,1975,8,8/22/1975,21000,7,55,488,114,2230,2887,23894,167,4119,4385,0,8671,3600,3411,0,189,8243,2336,12711,15034,0.36,37,21664,31
A,1975,8,8/23/1975,20900,6,26,507,114,2220,2867,23773,168,4806,4376,0,9350,3600,1302,0,2298,8213,237,12050,12125,0.39,49,21553,44
A,1975,8,8/24/1975,20700,7,22,505,114,2200,2841,23548,170,6028,4347,0,10545,3550,0,0,3550,8155,-1857,11558,9453,0.44,60,21348,56
A,1975,8,8/25/1975,20400,8,17,505,114,2090,2726,23134,166,4346,4377,0,8889,3500,0,0,3500,8067,-371,11361,10745,0.38,54,21044,49
A,1975,8,8/26/1975,20500,10,8,477,114,1760,2359,22869,167,3577,4404,0,8148,3450,0,0,3450,8096,65,11448,11271,0.35,51,21109,47
A,1975,8,8/27/1975,20600,11,4,474,114,1710,2302,22913,166,2750,4415,0,7331,3450,0,0,3450,8125,853,11520,12132,0.31,47,21203,43
A,1975,8,8/28/1975,20500,11,3,474,114,1710,2301,22812,164,2813,4409,0,7386,3400,0,0,3400,8096,801,11463,12026,0.32,47,21102,43
A,1975,8,8/29/1975,20600,9,2,471,114,1640,2227,22836,158,3280,4422,0,7860,3350,0,0,3350,8125,314,11546,11626,0.34,49,21196,45
A,1975,8,8/30/1975,20800,7,1,479,114,1620,2214,23021,157,4817,4487,0,9461,3300,0,0,3300,8184,-1208,11699,10260,0.4,55,21401,52
A,1975,8,8/31/1975,21400,5,1,494,114,1740,2349,23754,155,5888,4458,0,10501,3250,0,0,3250,8360,-1905,12135,10003,0.44,58,22014,55
A,1975,9,9/1/1975,21900,6,0,551,134,1930,2615,24521,146,3924,4436,0,8506,3200,0,0,3200,8506,535,12504,12815,0.34,48,22591,43
A,1975,9,9/2/1975,21800,7,0,522,134,1790,2446,24253,146,4131,4040,0,8317,3200,0,0,3200,8477,526,12434,12736,0.34,47,22463,43
A,1975,9,9/3/1975,22000,4,0,517,134,1770,2421,24425,154,4198,3944,0,8296,3150,0,0,3150,8536,613,12586,12979,0.33,47,22655,43
A,1975,9,9/4/1975,22300,3,0,476,134,1710,2320,24623,150,4252,3970,0,8372,3100,0,0,3100,8623,556,12812,13151,0.33,47,22913,43
A,1975,9,9/5/1975,21800,2,0,470,134,1890,2494,24296,156,4348,3965,0,8469,3050,0,0,3050,8477,519,12471,12777,0.34,47,22406,43
A,1975,9,9/6/1975,21600,2,1,477,134,2130,2742,24344,157,5309,3968,0,9434,3000,0,0,3000,8418,-224,12344,11910,0.38,51,22214,46
A,1975,9,9/7/1975,21400,3,1,480,134,2380,2995,24398,155,6414,3968,0,10537,2950,0,0,2950,8360,-1100,12217,10911,0.43,55,22018,50
A,1975,9,9/8/1975,21100,4,0,488,134,2500,3122,24226,153,4775,3979,0,8907,2900,62,0,2838,8272,643,12037,12481,0.36,48,21726,43
A,1975,9,9/9/1975,20500,4,0,514,134,2460,3108,23612,145,4116,3965,0,8226,2900,62,0,2838,8096,1133,11613,12548,0.34,47,21152,41
A,1975,9,9/10/1975,20800,2,0,535,134,2340,3009,23811,143,4025,3978,0,8146,2850,62,0,2788,8184,1235,11837,12877,0.34,46,21471,40
A,1975,9,9/11/1975,21200,13,0,570,134,2470,3174,24387,138,3919,3974,0,8031,2800,62,0,2738,8301,1664,12145,13618,0.32,44,21917,38
A,1975,9,9/12/1975,21600,22,0,557,134,2570,3261,24883,129,3439,3975,0,7543,2750,62,0,2688,8418,2389,12451,14652,0.3,41,22313,34
A,1975,9,9/13/1975,21500,135,0,559,134,2770,3463,25098,127,3866,3974,0,7967,2700,0,0,2700,8389,2130,12490,14431,0.31,43,22328,35
A,1975,9,9/14/1975,21400,197,0,564,134,2800,3498,25095,126,5522,3958,0,9606,2650,0,0,2650,8360,529,12495,12839,0.38,49,22295,42
A,1975,9,9/15/1975,21600,194,0,596,134,2800,3530,25324,125,3493,3979,0,7597,2600,0,0,2600,8418,2661,12648,15127,0.3,40,22524,33
A,1975,9,9/16/1975,21500,195,0,576,134,2910,3620,25315,134,2562,3981,0,6677,2600,0,0,2600,8389,3642,12578,16038,0.26,37,22405,28
A,1975,9,9/17/1975,21200,197,0,567,134,2810,3511,24908,136,2798,3971,0,6905,2550,0,0,2550,8301,3250,12382,15453,0.27,38,22098,30
A,1975,9,9/18/1975,20900,183,0,548,134,2760,3442,24525,136,3136,3967,0,7239,2500,0,0,2500,8213,2791,12170,14786,0.29,40,21765,32
A,1975,9,9/19/1975,20800,182,0,542,134,2790,3466,24448,138,3003,3861,0,7002,2450,0,0,2450,8184,3055,12112,14996,0.28,39,21658,31
A,1975,9,9/20/1975,20700,197,0,533,134,2940,3607,24504,129,4056,3760,0,7945,2450,0,0,2450,8155,2224,12056,14109,0.32,42,21564,35
A,1975,9,9/21/1975,20000,194,0,545,134,2980,3659,23853,127,5919,3748,0,9794,2400,0,0,2400,7950,255,11572,11659,0.41,51,20873,44
A,1975,9,9/22/1975,19100,202,0,560,134,2980,3674,22976,132,4264,3755,0,8151,2350,0,0,2350,7686,1682,10958,12475,0.35,46,19996,38
A,1975,9,9/23/1975,18800,193,0,606,134,2950,3690,22683,133,3556,3764,0,7453,2350,0,0,2350,7598,2308,10737,12880,0.32,43,19733,35
A,1975,9,9/24/1975,18300,179,0,639,134,3010,3783,22262,136,3789,3730,0,7655,2300,0,0,2300,7451,2084,10384,12307,0.34,45,19252,36
A,1975,9,9/25/1975,18200,182,0,630,134,3060,3824,22206,134,3930,2810,0,6874,2250,0,0,2250,7422,2909,10330,13082,0.3,41,19146,32
A,1975,9,9/26/1975,17900,185,0,626,134,3210,3970,22055,139,3625,2394,0,6158,2250,0,0,2250,7334,3684,10121,13647,0.27,38,18845,28
A,1975,9,9/27/1975,17900,176,0,649,134,3250,4033,22109,138,4026,2397,0,6561,2200,0,0,2200,7334,3376,10126,13348,0.29,40,18859,29
A,1975,9,9/28/1975,17800,159,0,655,134,3250,4039,21998,124,4439,2302,0,6865,2200,0,0,2200,7305,3049,10038,12933,0.31,41,18748,31
A,1975,9,9/29/1975,17900,144,0,674,134,3210,4018,22062,122,2780,2295,0,5197,2150,0,0,2150,7334,4757,10108,14715,0.23,33,18852,22
A,1975,9,9/30/1975,17900,104,0,675,134,3150,3959,21963,101,3101,2313,0,5515,2150,0,0,2150,7334,4381,10068,14298,0.25,35,18813,24
C,1975,10,10/1/1975,18200,59,0,669,133,3240,4042,22301,102,3431,2460,0,5993,2150,0,0,2150,7422,4073,10235,14158,0.26,37,19061,26
C,1975,10,10/2/1975,18300,59,0,671,140,3310,4121,22480,94,3550,2360,0,6004,2100,0,0,2100,7451,4203,10320,14376,0.26,36,19170,25
